reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,decline_value,sample_size,yi,vi,continent,driver
L50,1985,2015,2020,USA,"Upper Midwest (ND, SD, MN, IA, WI, MI)",44.1023,-95.0751,Lepidoptera,Hesperiidae,Oarisma poweshiek,Historical + Field (aggregated occurrence records; extensive surveys; ENM),Decline,-0.954,218,-3.079113882,0.004587156,North America,Climate
L50,1985,2015,2020,USA,"Upper Midwest (ND, SD, MN, IA, WI, MI)",44.1023,-95.0751,Lepidoptera,Hesperiidae,Oarisma poweshiek,Historical + Field (aggregated occurrence records; extensive surveys; ENM),Decline,-0.954,218,-3.079113882,0.004587156,North America,Pesticides
L64,1997,2020,2022,Finland,"Archipelago Sea, Southwest Finland",59.9147,21.8775,Lepidoptera,Papilionidae,Parnassius apollo,Historical + Field,Decline,-0.73,409,-1.30933332,0.002444988,Europe,Multiple
L64,1997,2020,2022,Finland,"Archipelago Sea, Southwest Finland",59.9147,21.8775,Lepidoptera,Papilionidae,Parnassius apollo,Historical + Field,Decline,-0.73,409,-1.30933332,0.002444988,Europe,Habitat
L64,1997,2020,2022,Finland,"Archipelago Sea, Southwest Finland",59.9147,21.8775,Lepidoptera,Papilionidae,Parnassius apollo,Historical + Field,Decline,-0.73,409,-1.30933332,0.002444988,Europe,Climate
L89,1988,1992,2000,Canada,Northern New Brunswick (managed stand; high‚Äìsevere),47.4,-67.67,Lepidoptera,Tortricidae,Zeiraphera canadensis,Field,Decline,-0.98,5,-3.912023005,0.2,North America,Habitat
L122,1994,2017,2018,USA,"Cross Creek, Alachua County, North-central Florida",29.5297,-82.198,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,-0.88,865,-2.120263536,0.001156069,North America,Multiple
L122,1994,2017,2018,USA,"Cross Creek, Alachua County, North-central Florida",29.5297,-82.198,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,-0.88,865,-2.120263536,0.001156069,North America,Habitat
L122,1994,2017,2018,USA,"Cross Creek, Alachua County, North-central Florida",29.5297,-82.198,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,-0.88,865,-2.120263536,0.001156069,North America,Pesticides
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria selene,Field,Decline,0.109,356,0.103458708,0.002808989,Europe,Multiple
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria selene,Field,Decline,0.109,356,0.103458708,0.002808989,Europe,Habitat
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria selene,Field,Decline,0.109,356,0.103458708,0.002808989,Europe,Climate
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria euphrosyne,Field,Decline,0.338,131,0.291175962,0.007633588,Europe,Multiple
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria euphrosyne,Field,Decline,0.338,131,0.291175962,0.007633588,Europe,Habitat
L138,2016,2017,2024,UK,"Warton Crag Nature Reserve, Lancashire（Morecambe Bay Limestones）",54.1484,-2.7799,Lepidoptera,Nymphalidae,Boloria euphrosyne,Field,Decline,0.338,131,0.291175962,0.007633588,Europe,Climate
L157,1972,2014,2016,USA,"Northern California elevational transect (10 sites: Suisun Marsh, Gates Canyon, West Sacramento, North Sacramento, Rancho Cordova, Washington, Lang Crossing, Castle Peak, Donner Pass, Sierra Valley); plus CA coastal overwintering counties (Marin, Monterey, San Luis Obispo, San Diego, Santa Barbara, Santa Cruz).",39.808,-121.2271,Lepidoptera,Nymphalidae,Danaus plexippus,Field,Decline,-0.45,10,-0.597837001,0.1,North America,Habitat
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris teleius,Field,Decline (projected),-0.193,6122,-0.214431611,0.000163,Europe,Multiple
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris teleius,Field,Decline (projected),-0.193,6122,-0.214431611,0.000163,Europe,Habitat
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris teleius,Field,Decline (projected),-0.193,6122,-0.214431611,0.000163,Europe,Urbanization
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris nausithous,Field,Decline (projected),-0.146,1627,-0.157824085,0.000615,Europe,Multiple
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris nausithous,Field,Decline (projected),-0.146,1627,-0.157824085,0.000615,Europe,Habitat
L295,2011,2015,2017,Czech Republic,Pardubice District (Eastern Bohemia),50.05,15.5667,Lepidoptera,Lycaenidae,Phengaris nausithous,Field,Decline (projected),-0.146,1627,-0.157824085,0.000615,Europe,Urbanization
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Coenonympha tullia,Field,Decline,-0.367,94,-0.457284857,0.010638298,North America,Multiple
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Coenonympha tullia,Field,Decline,-0.367,94,-0.457284857,0.010638298,North America,Habitat
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Coenonympha tullia,Field,Decline,-0.367,94,-0.457284857,0.010638298,North America,Climate
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Lycaenidae,Lycaena epixanthe,Field,Decline,-0.223,97,-0.252314929,0.010309278,North America,Multiple
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Lycaenidae,Lycaena epixanthe,Field,Decline,-0.223,97,-0.252314929,0.010309278,North America,Habitat
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Lycaenidae,Lycaena epixanthe,Field,Decline,-0.223,97,-0.252314929,0.010309278,North America,Climate
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Boloria montinus,Field,Decline,-0.351,88,-0.432322562,0.011363636,North America,Multiple
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Boloria montinus,Field,Decline,-0.351,88,-0.432322562,0.011363636,North America,Habitat
L304,2002,2013,2015,USA,Northern Wisconsin (muskegs NE/NC/NW; kettleholes; Lake Superior coastal peatlands),46.095,-90.385,Lepidoptera,Nymphalidae,Boloria montinus,Field,Decline,-0.351,88,-0.432322562,0.011363636,North America,Climate
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Anicla infecta,Field,Decline,-0.895,459,-2.253794929,0.002178649,South America,Climate
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Elaphria agrotina,Field,Decline,-0.964,1809,-3.324236341,0.000553,South America,Climate
L494,2013,2017,2019,Brazil,"Planaltina, Federal District (Cerrado)",-15.5917,-47.7083,Lepidoptera,Noctuidae,Spodoptera frugiperda,Field,Decline,-0.92,2451,-2.525728644,0.000408,South America,Climate
L818,1992,2015,2017,Australia,Northern New South Wales ,-30.1755,149.6044,Lepidoptera,Noctuidae,Helicoverpa punctigera,Field,Decline,-0.611,248,-0.944175935,0.004032258,Oceania,Multiple
L818,1992,2015,2017,Australia,Northern New South Wales ,-30.1755,149.6044,Lepidoptera,Noctuidae,Helicoverpa punctigera,Field,Decline,-0.611,248,-0.944175935,0.004032258,Oceania,Habitat
L818,1992,2015,2017,Australia,Northern New South Wales ,-30.1755,149.6044,Lepidoptera,Noctuidae,Helicoverpa punctigera,Field,Decline,-0.611,248,-0.944175935,0.004032258,Oceania,Climate
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Butterflies (multiple spp.),Field,Decline,-0.84,4413,-1.832581464,0.000227,Europe,Multiple
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Butterflies (multiple spp.),Field,Decline,-0.84,4413,-1.832581464,0.000227,Europe,Urbanization
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Butterflies (multiple spp.),Field,Decline,-0.84,4413,-1.832581464,0.000227,Europe,Climate
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Macro-moths (multiple spp.),Field,Decline,-0.89,3067,-2.207274913,0.000326,Europe,Multiple
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Macro-moths (multiple spp.),Field,Decline,-0.89,3067,-2.207274913,0.000326,Europe,Urbanization
L1254,2014,2015,2019,Belgium,Northern Belgium (multi-site),50.4481,4.806,Lepidoptera,Multiple,Assemblage: Macro-moths (multiple spp.),Field,Decline,-0.89,3067,-2.207274913,0.000326,Europe,Climate
L1364,2020,2021,2021,USA,"California, Santa Clara County（Mountain View & Palo Alto；San Francisco South Bay）",37.414,-122.1135,Lepidoptera,Multiple,Danaus plexippus,Field,Decline,-0.998,499,-6.214608098,0.002004008,North America,Multiple
L1364,2020,2021,2021,USA,"California, Santa Clara County（Mountain View & Palo Alto；San Francisco South Bay）",37.414,-122.1135,Lepidoptera,Multiple,Danaus plexippus,Field,Decline,-0.998,499,-6.214608098,0.002004008,North America,Habitat
L1364,2020,2021,2021,USA,"California, Santa Clara County（Mountain View & Palo Alto；San Francisco South Bay）",37.414,-122.1135,Lepidoptera,Multiple,Danaus plexippus,Field,Decline,-0.998,499,-6.214608098,0.002004008,North America,Pathogens
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,Field,Decline,-0.309,979,-0.369615455,0.00102145,South America,Multiple
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,Field,Decline,-0.309,979,-0.369615455,0.00102145,South America,Habitat
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,Field,Decline,-0.309,979,-0.369615455,0.00102145,South America,Urbanization
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,Field,Decline,-0.309,979,-0.369615455,0.00102145,South America,Invasives
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone biezankoi,Field,Decline,-0.563,46,-0.827822084,0.02173913,South America,Multiple
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone biezankoi,Field,Decline,-0.563,46,-0.827822084,0.02173913,South America,Habitat
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone biezankoi,Field,Decline,-0.563,46,-0.827822084,0.02173913,South America,Urbanization
L2366,2017,2018,2020,Brazil,"Campos do Jordão, São Paulo, Mantiqueira Range",-22.7167,-45.5167,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone biezankoi,Field,Decline,-0.563,46,-0.827822084,0.02173913,South America,Invasives
