reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,drivers_reported,decline_value,sample_size,source_sheet,order_raw,family_raw,row_id,continent,x22,notes,x24,row_id_2,pollinator_order_norm,pollinator_family_norm,family_raw_norm,fig_s3_zhong_chu_xian_de_you_xiao_chuan_fen_zhe,x25,x26,x27,x28,x29,x30,order_key,yi,vi,effect_id,study_method_clean,pesticide,habitat,climate,pesticide_z,habitat_z,climate_z
C30,1999,2018,2022,USA,Southern Michigan,42.593,-84.3749999999999,Coleoptera,Scarabaeidae,Popillia japonica,Field,Decline,"Multiple, Pathogens, Pesticides",-0.732,60,Coleoptera,Coleoptera,Scarabaeidae,40,North America,NA,"C30Decline_Value was derived from adult Japanese beetle (Popillia japonica) pheromone-trap catches reported in the Results. The paper states that mean trap catches declined by 73.2% from 1999 (mean = 4,277) to the 2015–2018 period (mean = 1,147) (Fig. 2). Therefore, proportional change = (1,147 − 4,277) / 4,277 = −0.732. Alternatively, lnRR can be calculated as ln(1,147 / 4,277) = −1.316 (if lnRR is used consistently across the database). Sample_Size was not explicitly reported as a total number of individuals; instead, it was inferred from the one-way ANOVA degrees of freedom for trap catches (df = 2, 57), giving N = 57 + 3 = 60 observations across the three time periods.",NA,61,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-1.3167682984712803,0.01666666666666666,184,Field,0.6204812914452668,0.4787612547100749,0.3979722564541455,-0.10146162755853688,0.27707460919443727,-0.7104826660729041
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,Invasives,-0.73,7,Coleoptera,Coleoptera,Coccinellidae,70,Europe,NA,"C91:Species-specific mean abundance (mean number of ladybirds per repeat survey) for All sites, adults (sites A–G) was extracted from the Appendix associated with Fig. 1d (Year 1–Year 3 means).  Decline_Value was calculated as proportional change between Year 3 (2008) and Year 1 (2006):",NA,106,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-1.3093333199837622,0.14285714285714285,185,Field,0,NA,NA,-2.069363375534003,NA,NA
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Coccinella septempunctata,Field,Decline,Invasives,-0.81,7,Coleoptera,Coleoptera,Coccinellidae,71,Europe,NA,"\text{Decline\_Value}=\frac{\text{Mean}_{Y3}-\text{Mean}_{Y1}}{\text{Mean}_{Y1}} This metric reflects change in mean abundance per repeat survey across the study period.  Sample_Size was recorded as the number of independent sites contributing to the “All sites” estimates (7 sites: A–G).  The study conducted repeated surveys within each site (nine repeat surveys per site per year), but these are repeated measures and were not treated as independent sample units in Sample_Size to avoid pseudo-replication.  The driver was coded as Invasives, because the paper attributes declines in native ladybirds to the arrival and spread of the invasive predator Harmonia axyridis (including competition for aphid prey and intraguild predation).  For H. axyridis, the Year 1 mean abundance was ~0, so proportional change is numerically unstable;  therefore Decline_Value was recorded as NA while retaining the direction as an increase.",NA,107,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-1.660731206821651,0.14285714285714285,186,Field,0,NA,NA,-2.069363375534003,NA,NA
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Propylea quattuordecimpunctata,Field,Decline,Invasives,-0.2,7,Coleoptera,Coleoptera,Coccinellidae,72,Europe,NA,NA,NA,108,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.2231435513142097,0.14285714285714285,187,Field,0,NA,NA,-2.069363375534003,NA,NA
C91,2006,2008,2011,UK,Eastern England,56.8954,2.5415,Coleoptera,Coccinellidae,Harmonia axyridis,Field,Increase,NA,-0.88,7,Coleoptera,Coleoptera,Coccinellidae,73,Europe,NA,NA,NA,109,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-2.120263536200091,0.14285714285714285,188,Field,0,NA,NA,-2.069363375534003,NA,NA
C103,2007,2009,2011,China,Beijing,40.3614,116.3376,Coleoptera,Curculionidae,Multiple,Field,Decline,"Multiple, Habitat, Urbanization",-0.593,52,Coleoptera,Coleoptera,Curculionidae,85,Asia,NA,"C103: Sample_Size (n = 52) was defined as the number of site-year observations.  The study surveyed weevils on willow trunks across 20 sites in 2007, 15 sites in 2008, and 17 sites in 2009, giving a total of 20 + 15 + 17 = 52 site-year samples. Decline_Value (-0.593) represents the proportional decline in weevil abundance per 5 km toward the urban centre, as directly reported in the paper: abundance decreased by 59.3% per 5 km (negative sign indicates decline)",NA,121,coleoptera,curculionidae,curculionidae,NA,NA,NA,NA,NA,NA,NA,col,-0.898942093539542,0.01923076923076923,189,Field,0.9684720247003666,0.2558217825215476,0.4825172240746618,1.0022164070472546,-0.5072996579525996,0.28432010651423095
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Boreocanthon ebenus,Field,Decline,"Multiple, Habitat, Climate, Invasives",-0.923,14,Coleoptera,Coleoptera,Scarabaeidae,114,North America,NA,NA,NA,150,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.5639498571284536,0.07142857142857142,190,Field,0.6390080805965405,0.2177715055809623,0.6441480918942966,-0.0427025622042183,-0.6411730263472937,2.1861581457024886
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Melanocanthon bispinatus,Field,Decline,"Multiple, Habitat, Climate, Invasives",-0.923,14,Coleoptera,Coleoptera,Scarabaeidae,115,North America,NA,NA,NA,151,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-2.5639498571284536,0.07142857142857142,191,Field,0.6390080805965405,0.2177715055809623,0.6441480918942966,-0.0427025622042183,-0.6411730263472937,2.1861581457024886
C485,1974,1999,2001,USA,"Welder Wildlife Refuge, San Patricio Co., TX",28.0863,-97.4321,Coleoptera,Scarabaeidae,Glaphyrocanthon viridis,Field,Decline,"Multiple, Habitat, Climate, Invasives",-0.983,117,Coleoptera,Coleoptera,Scarabaeidae,116,North America,NA,NA,NA,152,coleoptera,scarabaeidae,scarabaeidae,NA,NA,NA,NA,NA,NA,NA,col,-4.07454193492592,0.00854700854700854,192,Field,0.6390080805965405,0.2177715055809623,0.6441480918942966,-0.0427025622042183,-0.6411730263472937,2.1861581457024886
C592,2003,2007,2009,USA,"Ozark National Forest, Arkansas（Ozark Mountains）",35.715,93.716,Coleoptera,Cerambycidae,Enaphalodes rufulus,Field,Decline,"Multiple, Habitat, Climate",-0.96,98,Coleoptera,Coleoptera,Cerambycidae,118,Asia,NA,"C592Sample_Size (n = 98) was defined as the total number of whole trees felled and dissected to count live red oak borers across all sampling years. The Results state that measurements were taken for all 98 trees sampled, and Table 1 reports year-specific sample sizes in the overall row (2003: 17 trees; 2005: 57 trees; 2007: 24 trees; total = 98).  Decline_Value (-0.96) represents a 96% proportional reduction in red oak borer density between the 2003 and 2005 cohorts, as directly reported in the Discussion (“declined again (96%) between the 2003 and 2005 cohort”). The decline refers to standardised density expressed per square meter of bark surface area (the unit used for cohort comparisons).  Although the study targeted Enaphalodes rufulus, the authors note that some 2003 emergence galleries counted in lieu of individuals could potentially have been produced by a closely related species (e.g., E. atomarius), but no other large pharate cerambycids were recorded during data collection, suggesting any bias was minimal",NA,154,coleoptera,cerambycidae,cerambycidae,NA,NA,NA,NA,NA,NA,NA,col,-3.2188758248681997,0.01020408163265306,193,Field,0.049019564268463656,0.004130246720240493,0.19645351704013317,-1.9138942461035073,-1.3928331258631865,-3.0816634275009336
C710,1995,2013,2015,USA,"Richmond, Cache Co., Northern Utah (Bear River Range)",41.9391,-111.7699,Coleoptera,Chrysomelidae,Aphthona spp.,Field,Decline,Habitat,-0.93,20,Coleoptera,Coleoptera,Chrysomelidae,119,North America,NA,"C710: Sample_Size (n = 20) was extracted from the statistical comparison of flea beetle abundance per sweep between 2001 and 2013. The authors state that mean numbers of beetles per sweep were compared for 2001 vs 2013 using combined samples (N = 20 for each year). Decline_Value (-0.93; seasonal mean of June & July declines). The paper reports an overall decline in flea beetle abundance (all Aphthona spp. combined) from 2001 to 2013 of 89% in June and 97% in July. To obtain a single summary metric for this study under a proportional-decline framework, we calculated an unweighted seasonal mean of the two reported monthly proportional declines: (0.89 + 0.97) / 2 = 0.93, recorded as Decline_Value = -0.93 (negative sign indicates decline). This averaging approach was used because the study does not provide month-specific variance estimates or other information required for weighted averaging.",NA,155,coleoptera,chrysomelidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,-2.659260036932779,0.05,194,Field,0.9477819257981784,0.2405915877645122,0.4598031622452694,0.9365962467672196,-0.5608844840660931,0.01705391290684397
C1121,1993,2004,2006,USA,New Jersey (Blairstown),40.983,-74.956,Coleoptera,Coccinellidae,Coleomegilla maculata,Field,Stable,NA,0.3,1455,Coleoptera,Coleoptera,Coccinellidae,125,North America,NA,Use estimation. Scan the net with an average /100 (Blairstown),NA,159,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.26236426446749106,6.872852233676976e-4,195,Field,0.7540228456865916,0.3308899812799507,0.40168556653746346,0.3220751682193665,-0.24318508546730316,-0.6667898092379334
C1121,1993,2004,2006,USA,New Jersey (Blairstown),40.983,-74.956,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,Field,Increase,NA,1,933,Coleoptera,Coleoptera,Coccinellidae,126,North America,NA,Species,NA,160,coleoptera,coccinellidae,coccinellidae,NA,Estimated sample size (B,NA,Average /100 Newark,Average /100 scans (Blairstown,Estimated sample size (N,Total N,col,0.6931471805599453,0.00107181136120042,196,Field,0.7540228456865916,0.3308899812799507,0.40168556653746346,0.3220751682193665,-0.24318508546730316,-0.6667898092379334
C1121,1993,2004,2006,USA,New Jersey (Blairstown),40.983,-74.956,Coleoptera,Coccinellidae,Hippodamia parenthesis,Field,Decline,NA,-0.7,496,Coleoptera,Coleoptera,Coccinellidae,127,North America,NA,Coleomegilla maculata,NA,161,coleoptera,coccinellidae,coccinellidae,NA,720,914,3.47,1.27,156,1455,col,-1.203972804325936,0.00201612903225806,197,Field,0.7540228456865916,0.3308899812799507,0.40168556653746346,0.3220751682193665,-0.24318508546730316,-0.6667898092379334
C1121,1993,2004,2006,USA,New Jersey (Blairstown),40.983,-74.956,Coleoptera,Coccinellidae,Coccinella septempunctata,Field,Decline,NA,-0.8,283,Coleoptera,Coleoptera,Coccinellidae,128,North America,NA,Propylea quatuordecimpunctata,NA,162,coleoptera,coccinellidae,coccinellidae,NA,720,814,0.76,1.1299999999999999,156,933,col,-1.6094379124341005,0.00353356890459363,198,Field,0.7540228456865916,0.3308899812799507,0.40168556653746346,0.3220751682193665,-0.24318508546730316,-0.6667898092379334
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Adalia bipunctata,Field,Decline,"Multiple, Habitat, Invasives",-0.5,1721,Coleoptera,Coleoptera,Coccinellidae,137,Europe,NA,Estimation,NA,174,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.6931471805599453,5.810575246949448e-4,199,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Adalia decempunctata,Field,Increase,NA,1,430,Coleoptera,Coleoptera,Coccinellidae,138,Europe,NA,"Approximate the total number of individuals using the total abundance in Table 1. Because its unit is per 100 sweeps, but since all species and habitats are uniform at this scale, interspecific trends can be compared.",NA,175,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.00232558139534883,200,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Calvia decemguttata,Field,Increase,NA,1,34,Coleoptera,Coleoptera,Coccinellidae,139,Europe,NA,"Use N (years) in Table 2 to assist in estimating the sample coverage. For instance, cereals has N=8 years of data in its first period and also N=8 years in its second period.",NA,176,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.02941176470588235,201,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Calvia quatuordecimguttata,Field,Increase,NA,1,147,Coleoptera,Coleoptera,Coccinellidae,140,Europe,NA,NA,NA,177,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.00680272108843537,202,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Coccinella quinquepunctata,Field,Decline,Habitat,-0.6749999999999989,497,Coleoptera,Coleoptera,Coccinellidae,142,Europe,NA,NA,NA,179,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-1.1239300966523962,0.00201207243460764,203,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Coccinella septempunctata,Field,Decline,Habitat,-0.524,4744,Coleoptera,Coleoptera,Coccinellidae,143,Europe,NA,NA,NA,180,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.7423374247507171,2.1079258010118043e-4,204,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Hippodamia septemmaculata,Field,Decline,NA,-0.94,18,Coleoptera,Coleoptera,Coccinellidae,146,Europe,NA,NA,NA,183,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-2.8134107167600373,0.05555555555555555,205,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Hippodamia variegata,Field,Increase,NA,1,230,Coleoptera,Coleoptera,Coccinellidae,147,Europe,NA,NA,NA,184,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.00434782608695652,206,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Oenopia conglobata,Field,Increase,NA,1,86,Coleoptera,Coleoptera,Coccinellidae,148,Europe,NA,NA,NA,185,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.01162790697674418,207,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1221,1976,2010,2014,Czech Republic,Central Bohemia (western Czech Republic),49.9167,14.5833,Coleoptera,Coccinellidae,Propylea quatuordecimpunctata,Field,Decline,Habitat,-0.592,1304,Coleoptera,Coleoptera,Coccinellidae,149,Europe,NA,Estimation,NA,186,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-0.8964881045779752,7.668711656441718e-4,208,Field,1,0.5730379431093197,0.44884029448142787,1.102209684133432,0.6087709554999193,-0.11194124261710447
C1472,2018,2018,2018,USA,18 states (nationwide dataset),38.29950000000001,-100.6032,Coleoptera,Coccinellidae,Coccinella septempunctata,Molecular,Increase,NA,1,169,Coleoptera,Coleoptera,Coccinellidae,150,North America,NA,"C. septempunctata: FLUCTUATE gives a significantly positive growth parameter (g=996.82), while Tajima's D is significantly negative, indicating population expansion. Therefore, it is denoted as Increase. H. axyridis: MSVAR infers a ""very recent"" sharp decline in population size; Table 3 presents N_ancestral and N_current, based on which the percentage decrease is calculated. H. convergens: MSVAR has recently declined by 11 to 18 times in both Eastern and Western/consolidated data. Table 5 presents N_ancestral and N_current, based on which the percentage decreases.",NA,187,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.0059171597633136,209,NA,0.8251589521029985,0.3353781921193678,0.542032967042987,0.5476885268992784,-0.22739408599372332,0.9846152013473589
C1472,2018,2018,2018,USA,"Louisiana (LA), Washington (WA)",31.4522,-92.7749,Coleoptera,Coccinellidae,Harmonia axyridis,Molecular,Decline,NA,-0.994,76,Coleoptera,Coleoptera,Coccinellidae,151,North America,NA,The percentage conversion method uses the effective group size in the table: decrease percentage = 1 - \frac{N_{current}}{N_{ancestral}} × 100%. Take H. axyridis Louisiana as an example: 1-202.302/51999.6 ≈ 99.61%; Washington: 1-223.872/399.447 ≈ 99.44%.,NA,188,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-5.115995809754081,0.0131578947368421,210,NA,0.5806632621507491,0.25939384895789475,0.5179536182007091,-0.22774741655807765,-0.4947319553124813,0.7012842868698661
C1472,2018,2018,2018,USA,"Western USA, Eastern USA",38.26520000000001,-116.2913,Coleoptera,Coccinellidae,Hippodamia convergens,Molecular,Decline,NA,-0.915,117,Coleoptera,Coleoptera,Coccinellidae,152,North America,NA,NA,NA,189,coleoptera,coccinellidae,coccinellidae,NA,NA,NA,NA,NA,NA,NA,col,-2.465104022491821,0.00854700854700854,211,NA,7.20655502016592e-5,0.048749007906009154,0.5948943456702719,-2.0691348143764534,-1.2358496730787452,1.6066113709743763
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.230899999999995,Coleoptera,Carabidae,Carabus sylvestris,Field,Decline,Urbanization,-0.3,307,Coleoptera,Coleoptera,Chrysomelidae,154,Europe,NA,Decline/Increase Value,NA,191,coleoptera,carabidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,-0.35667494393873245,0.00325732899022801,212,Field,0.8324488166253832,0.5378326633389676,0.4408500774788354,0.570808864827099,0.4849072213280515,-0.2059585478626381
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.230899999999995,Coleoptera,Carabidae,Poecilus versicolor,Field,Increase,NA,1,10,Coleoptera,Coleoptera,Chrysomelidae,156,Europe,NA,"For example: Poecilus versicolor intercept -6.42, Slope1 = 1.08 → indicates an exponential increase in abundance further from the edge of ski-slope (approximately abundance ×3 for every 1 increase in log scale).",NA,193,coleoptera,carabidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.1,213,Field,0.8324488166253832,0.5378326633389676,0.4408500774788354,0.570808864827099,0.4849072213280515,-0.2059585478626381
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.230899999999995,Coleoptera,Carabidae,Trechus striatulus,Field,Decline,Urbanization,-0.42,19,Coleoptera,Coleoptera,Chrysomelidae,159,Europe,NA,NA,NA,196,coleoptera,carabidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,-0.5447271754416722,0.05263157894736842,214,Field,0.8324488166253832,0.5378326633389676,0.4408500774788354,0.570808864827099,0.4849072213280515,-0.2059585478626381
C1822,2005,2005,2013,Czech Republic,"Pradƒõd National Nature Reserve, Hrub√Ω Jesen√≠k Mts",50.6831,17.230899999999995,Coleoptera,Chrysomelidae,Timarcha metallica,Field,Increase,NA,1,85,Coleoptera,Coleoptera,Chrysomelidae,160,Europe,NA,NA,NA,197,coleoptera,chrysomelidae,chrysomelidae,NA,NA,NA,NA,NA,NA,NA,col,0.6931471805599453,0.01176470588235294,215,Field,0.8324488166253832,0.5378326633389676,0.4408500774788354,0.570808864827099,0.4849072213280515,-0.2059585478626381
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita budensis,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.729,164,Lepidoptera,Lepidoptera,Zygaenidae,1,Europe,NA,"L3: Decline_Value and Sample_Size were derived from Supplementary Table A2 (BioOffice database summaries by time slices). For each Jordanita species, Table A2 reports the number of localities and observations for three periods (<1950, <1980, >2000) across multiple countries. To quantify the post-2000 decline using a consistent and auditable baseline, we calculated Decline_Value as the proportional change in the number of localities between >2000 and <1980 (summed across all countries): Decline\_Value=\frac{L_{>2000}-L_{<1980}}{L_{<1980}}。where L is the total number of localities. Sample_Size was recorded as the total number of observations (“of observ.”) summed across countries in Table A2, representing the record volume underlying the locality summaries. The six rows correspond to: J. budensis (−0.729; 164), J. notata (−0.251; 652), J. graeca (−0.971; 91), J. chloros (−0.311; 283), J. globulariae (should be −0.626 under the above formula; Sample_Size 1751), and J. subsolana (−0.500; 712)",NA,1,lepidoptera,zygaenidae,zygaenidae,https://academic.oup.com/botlinnean/article/202/3/295/7076252#supplementary-data,NA,NA,NA,NA,NA,NA,lep,-1.305636458102436,0.00609756097560975,216,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita notata,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.251,652,Lepidoptera,Lepidoptera,Zygaenidae,2,Europe,NA,NA,NA,2,lepidoptera,zygaenidae,zygaenidae,Arctiidae,NA,NA,NA,NA,NA,NA,lep,-0.2890162954649176,0.00153374233128834,217,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita graeca,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.971,91,Lepidoptera,Lepidoptera,Zygaenidae,3,Europe,NA,NA,NA,3,lepidoptera,zygaenidae,zygaenidae,Arctiinae,NA,NA,NA,NA,NA,NA,lep,-3.5404594489956622,0.01098901098901099,218,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita chloros,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.311,283,Lepidoptera,Lepidoptera,Zygaenidae,4,Europe,NA,NA,NA,4,lepidoptera,zygaenidae,zygaenidae,NA,NA,NA,NA,NA,NA,NA,lep,-0.3725140079684784,0.00353356890459363,219,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita globulariae,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.626,1751,Lepidoptera,Lepidoptera,Zygaenidae,5,Europe,NA,NA,NA,5,lepidoptera,zygaenidae,zygaenidae,Crambidae,NA,NA,NA,NA,NA,NA,lep,-0.9834994815676052,5.711022272986865e-4,220,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L3,1900,2019,2022,Austria; Czech Republic; Germany; France; Italy; Switzerland; Slovakia,Central Europe,50.1434,12.3587,Lepidoptera,Zygaenidae,Jordanita subsolana,Historical + Field,Decline,"Multiple, Habitat, Urbanization, Pesticides",-0.5,712,Lepidoptera,Lepidoptera,Zygaenidae,6,Europe,NA,NA,NA,6,lepidoptera,zygaenidae,zygaenidae,Erebidae,NA,NA,NA,NA,NA,NA,lep,-0.6931471805599453,0.00140449438202247,221,Historical + Field,0.9973285091566878,0.5761091078485091,0.43004001643804757,1.0937368557456348,0.6195763214942931,-0.33315569510718107
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Lycaenidae,Polyommatus icarus,Field,Increase (steep),NA,1.47,268,Lepidoptera,Lepidoptera,Lycaenidae,7,Europe,NA,"L8: Decline_Value and Sample_Size were extracted from Table 1 of the 5-year butterfly monitoring scheme (2008–2012). Decline_Value represents the reported population change over the 2008–2012 period for each species and is recorded using our percentage-change convention (e.g., +1.47 = +147% change; −0.29 = −29% change). For species labelled ‘Uncertain’ in Table 1, the paper does not provide a quantitative population-change estimate; therefore Decline_Value was recorded as NA (these correspond to rows with Sample_Size 433, 200, 409, 200, 309, and 414). Sample_Size is the sum of annual transect counts across 2008–2012 (transect-years) for each species, used as a proxy for sampling effort. The authors note that some short-term changes may be influenced by interannual weather variability (e.g., unusually cool/wet conditions in 2012) and emphasise that drivers of butterfly population change are multiple; no species-specific causal attribution is directly reported.",NA,7,lepidoptera,lycaenidae,lycaenidae,Gelechioidea,NA,NA,NA,NA,NA,NA,lep,0.9042181506398858,0.00373134328358208,222,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Nymphalidae,Maniola jurtina,Field,Increase (steep),NA,0.81,428,Lepidoptera,Lepidoptera,Nymphalidae,8,Europe,NA,NA,NA,8,lepidoptera,nymphalidae,nymphalidae,Geometridae,NA,NA,NA,NA,NA,NA,lep,0.5933268452777344,0.00233644859813084,223,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Nymphalidae,Aglais urticae,Field,Increase (moderate),NA,0.51,422,Lepidoptera,Lepidoptera,Nymphalidae,9,Europe,NA,NA,NA,9,lepidoptera,nymphalidae,nymphalidae,Hesperiidae,NA,NA,NA,NA,NA,NA,lep,0.412109650826833,0.00236966824644549,224,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
L8,2008,2012,2014,Ireland,Nationwide,53.4129,-8.24389999999999,Lepidoptera,Pieridae,Pieris rapae,Field,Decline,Climate,-0.29000000000000004,399,Lepidoptera,Lepidoptera,Pieridae,10,Europe,NA,NA,NA,10,lepidoptera,pieridae,pieridae,Incurvariidae,NA,NA,NA,NA,NA,NA,lep,-0.342490308946776,0.0025062656641604,225,Field,0.7484562140251254,0.23386066937809674,0.40727113837815193,0.3044201892087685,-0.5845660651012654,-0.6010668867507867
